0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,time,label
1.0100127649393373,1.1758510079855566,1.3467406087623361,1.5346883495439905,1.6398045992117214,1.577438082920923,1.569637886280874,1.4443088789883363,1.1869968432709077,1.1729593832602745,1.1493313108925516,1.1564392703836845,1.216922890887077,1.3001850904377215,1.4098650768257959,1.5050237743953438,1.5986289569849899,1.6846480993094237,1.752380816822729,1.5569035090278351,1.3825854588071427,1.388931623728387,1.3650143427264925,1.5194411763537317,1.3590061983130408,1.302311807578072,1.1086760503308166,1.0808551125153143,1.122293325958451,1.4893688042679127,1.845950755347929,1.278260094108797,1.411934812349255,1.137324219314498,1.3475073585100956,1.1795119709286876,1.1816855106296338,1.0851914176513484,1.04229618180827,1.0837657389512305,1.1364738211215621,1.1512249976125513,1.1836358799054092,1.3868393338972298,1.376345349896909,1.2116562188218276,1.529749547142173,1.7750750524099728,1.6013662778010205,1.4896124072546508,1.4915672680396523,1.44014530973524,1.4677808013718843,1.3612378646541359,1.1533081906911853,1.135553583856807,1.2338924800117224,1.245138673919183,1.2800928174845694,1.236450070786188,1.1952089097193395,1.0429221667177853,1.0293609994607682,1.0528791951170315,1.085162300125157,1.2002559123165804,1.0626559796623436,1.2868685790188321,1.7128833526250375,1.6300714640666225,1.0739852625399235,1.367190834900718,1.7548493845168938,1.6390970036075914,1.1738793197741013,3.565934814453125,squat
1.3087332843429587,1.5682508336698113,1.7873147159851364,1.8512276839644666,1.835026838306729,1.8210865554007953,1.9265748251879926,1.4528750072575412,1.1276717513831116,1.0161175184609785,1.0507955190932208,1.0031738866874231,1.1210626076939167,1.3400664723867484,1.591652495924805,1.6653537623186048,1.5755212515116408,1.4444428124596063,1.5340639992539071,1.2002321258081907,1.033027514163043,1.0382423075884077,1.0604597918389278,1.0412613036798146,1.2026363023939104,1.2908470841100979,1.3517231585666984,1.2754029162283167,1.2426862797874891,1.2313602512209656,1.4687017205121087,1.1420403225677345,1.280754801477386,1.0140203338601137,1.1371052310157241,1.0717845532397854,1.3142835191781024,1.218317203523776,1.1380119332015795,1.0640014222686651,1.0342260465544324,1.0998302807352929,1.5712296685984002,1.527610254475249,1.3131820409427473,1.2161299439379023,1.0968197074692867,1.063539847019444,1.1015310781066452,1.2383364739775828,1.3392938767905087,1.3766735862311992,1.5312544787051947,1.5904810351684158,1.5546744419119651,1.563283222636785,1.4299218828889735,1.3912107783306906,1.3337279202657921,1.1825767152774194,1.2862634602509504,1.1890606043808247,1.2064930311711843,1.5134770109069122,1.6968203666126442,1.9730433377029282,1.5429121392100538,1.110556310390583,1.2250920532381935,1.586481729265869,1.9277357236296695,1.0626723926077357,1.1460656335891188,1.1021887554079355,1.0630896711931996,3.3193596191406236,squat
1.091372451944911,1.0725037289248367,1.2221902467725823,1.5314657308442883,1.8896409208828486,1.5757916122298767,1.122392436768196,1.2575280448379413,1.0242016582504312,1.1962267190122184,1.2588524930983174,1.3460859275048298,1.4760737124780006,1.7192972272173261,1.8275415851699819,1.8037962682174047,1.6820205496598513,1.2666280840497195,1.133897282072014,1.2405247789959826,1.016722846160756,1.0387812091783983,1.0703271021694958,1.0466160382333767,1.2307544902124934,1.055766952738853,1.3081235551961268,1.6944132489282573,1.0293013154808663,1.147420548193672,1.2105173880227669,1.209215881027398,1.0813306082923786,1.082708087764047,1.0524197210584159,1.077080351562419,1.1405739627268126,1.309632545219834,1.3083228995387597,1.4035621110557248,1.5349728423364986,1.4047808111413298,1.17711028806036,1.1587510039821407,1.0904944069587663,1.0531188724070477,1.232422362459914,1.230739586059564,1.1611469060659725,1.2365637677319419,1.315766376014465,1.2922346027529732,1.3381242816349022,1.3130321493559014,1.2132968693261392,1.1677060204991045,1.156478549819392,1.1474644336667452,1.1569281451684403,1.1952511396359555,1.22607919296634,1.2682751800846228,1.396875082049715,1.5094447918319434,1.5190359771015332,1.4285970787016302,1.3512274513906493,1.1528080663668479,1.013437073372822,1.0828946597432234,1.0881114035669357,1.2812091411847601,1.2494749417444115,1.1352690322281649,1.065637394999866,2.352006591796874,squat
1.0549607406117463,1.0960293669096413,1.2002725549019817,1.1788726210025167,1.0858702295796598,1.0952403978687895,1.121029549511897,1.2057080167591032,1.330517730982704,1.471028404237372,1.5351208598197823,1.4824717239276064,1.322874365660099,1.227043269579829,1.4258241810707484,1.7350941431148839,1.8361372271471026,1.3490168283754524,1.0546332995760284,1.2707520286374807,1.4172799087446983,1.2099470700197454,1.0200844183420659,1.2411494122235511,1.5174451126069073,1.8246633669392736,1.4602960721283758,1.088065658325963,1.3130694950067319,1.1941880568198144,1.1020750391706697,1.1900585581625993,1.3966493200503403,1.6282428340608102,1.9694114637612605,1.7038998903110407,1.3098814123408453,1.2238696442664094,1.199948962946884,1.010328116550949,1.0642505873827663,1.2042667818505057,1.3714075463323114,1.5924899951420057,1.781813269147417,1.6669625068092702,1.5321877993622905,1.57410075813677,1.2595787631047106,1.1449612408921082,1.3851187441638884,1.5357141828607765,1.2940805046759534,1.1512391089511893,1.1413461957152242,1.0581797308389211,1.143803834473532,1.1065547493428152,1.068989409562335,1.0340019720054507,1.036427747355853,1.1468471981822903,1.3483251713299877,1.3808230218857558,1.3067148985074346,1.1300389105211441,1.0914142734858039,1.2176097051569106,1.1848654783119021,1.1015925688540888,1.0412093410103633,1.100047955168917,1.0838723502222904,1.1583082428467792,1.1672171023150826,3.9263408203125003,squat
1.227753565901134,1.224267192738983,1.2459671010093516,1.2433803697343908,1.193507569158272,1.1881448256407925,1.248280959836209,1.3542117687763984,1.4516788494828734,1.6048011929630377,1.5123959354445975,1.2380171654779764,1.0142263633855988,1.0706998965077579,1.4625194848355874,1.4620372706944724,1.0221303921242497,1.0473161418329688,1.1241263818530154,1.195335755942359,1.1919078964804488,1.1631595819260772,1.393952996651393,1.7223828519993838,1.8893109254963902,1.3467322562093431,1.150513550662683,1.1371286463433066,1.1035542970700745,1.012294131127088,1.2100033611862955,1.4958080615188913,1.5903664277108487,1.6469488458779546,1.7992602672167304,1.727073405122672,1.7370340934702682,1.7805348221768553,1.5277293340727844,1.364142499604684,1.0005397330813148,1.0047995748475702,1.2615252881054493,1.4067291736097318,1.4847457248044917,1.4903785226891704,1.3940950435143327,1.3011963855180013,1.0191047672110405,1.4651876939443573,1.4994889393324804,1.4507238147783013,1.3717831840921946,1.4096965293157553,1.3058967056594328,1.2720286942222145,1.0351431496866146,1.09177340151667,1.3847715094718533,1.3155306843765713,1.1021441603506308,1.169851671179313,1.2610027180997876,1.122877668362673,1.057531853048784,1.1276016891395098,1.1669510644161063,1.1272387352064586,1.1228821881311006,1.1224744069820713,1.0854213885704516,1.082875636170235,1.0598987987406656,1.0984605312097673,1.0124358777222358,3.603896484375003,squat
1.1065253916236732,1.246312708764873,1.4139254939839137,1.548804850739855,1.6745631115717914,1.7544548085370362,1.6654140510700786,1.618747327518737,1.6002678594921644,1.4623891634403934,1.435137815937654,1.387357682468708,1.267591395990168,1.0605645738601777,1.1184772767957383,1.2070528880887603,1.1239489201510129,1.1989108105857593,1.0183888320258476,1.0808354818768549,1.132497649234279,1.3774905136752216,1.4282138643305657,1.3914945813272552,1.3343623069548378,1.221527943716319,1.0781620029994288,1.2623578994841136,1.479554645357452,1.7762659609898084,1.3293890220767248,1.7737306745036143,1.3101335883951033,1.098515808247109,1.351821854670106,1.7515284528390336,1.695111255900477,1.400974985616485,1.66207310893959,1.677553068926149,1.5088243927187175,1.3287127214754542,1.066103123065179,1.0408440796733442,1.4140997878906403,1.5121260460570956,1.8448719652538133,1.9284837221062965,1.9447818109591144,1.197767318517726,1.1749618226633445,1.23452164560937,1.190404083945492,1.5658530387084693,1.476060390744404,1.2108967889008464,1.1362200489082983,1.1180428463647925,1.13833426481836,1.2161937595941938,1.2109901981374291,1.1823006003159233,1.0467166783879294,1.208459238843364,1.2538616325192224,1.134286897284544,1.1436170378677972,1.3907138549147497,1.6136909832037734,1.7865240304725596,1.9454392603482367,1.9258286886655136,1.9148256388731721,1.6769375527095733,1.5010989169363236,4.1919111328125,squat
1.2750562548760471,1.1092875088227014,1.0831600463239177,1.3273323102111958,1.6498763147029027,1.9399061137610945,1.8283922919828193,1.254222136144678,1.0499168395928768,1.2688760077734862,1.529251151473983,1.575909344612024,1.5364374459293442,1.4273153542166717,1.3473267427495195,1.3320819628304703,1.5186100476659163,1.871338486238996,1.9162297550794911,1.861392151958207,1.8285923310207692,1.6084292946438308,1.5220561405799928,1.1991307076285829,1.1571979177550227,1.599068459808103,1.9143584683907366,1.499949961892381,1.0826342946261307,1.2934635025282217,1.1750236692865506,1.048896568928762,1.2021232016491241,1.3715513836345543,1.4570522282550789,1.3136382609582287,1.504694180967588,1.3654875086065228,1.2895029714650859,1.384329756473373,1.0334218661491956,1.2190285571185147,1.4986964130757172,1.6643523071592266,1.381345376682339,1.3397493405507364,1.2812798139808654,1.15875343121695,1.620985629225769,1.6726121486509884,1.6155309328765355,1.4204689468253326,1.0887254214537845,1.1839947427288249,1.1807267476123966,1.2407546967675975,1.2926739260380444,1.2366715067170513,1.150961105115278,1.1893245207608354,1.1682441728126938,1.2735301175456646,1.3761420053257414,1.17190355378041,1.01330216998317,1.0105777585467977,1.2250309358836937,1.327103658121457,1.2663782339927228,1.3190005104235027,1.6293145136075136,1.813582228453308,1.9354903480868553,1.6892722946290986,1.4663398538096248,3.6608193359374965,squat
1.1731099958653783,1.1044568181627492,1.3150735943581664,1.31184040722171,1.307200191342095,1.2108067240398008,1.5732396083717683,1.6323670414189986,1.0480555656364337,1.6726643627300748,1.9043877959092532,1.4051002030069575,1.0196061196193489,1.104749780546502,1.3242845622088313,1.3649674808335313,1.4203135377797185,1.4575109388006793,1.5584558077713326,1.6758530307325632,1.7411337643642282,1.7811692413724702,1.9806559861135338,1.9094308472703325,1.3530309147663324,1.1638378231819837,1.5434387523513529,1.4762290535571578,1.614993150173139,1.680783149242893,1.519039852405333,1.448728355538477,1.5088112381050425,1.5368551836457847,1.780985800777238,1.7581896875529053,1.4952013438028553,1.5544035692072369,1.2965379315526149,1.2763679774037098,1.2800603902846261,1.1184424882986714,1.1125558880593522,1.1489790364116186,1.282650103926089,1.2231201393871765,1.4345789505339464,1.6435515774825467,1.5993514603262968,1.2689713284019364,1.0087262112082789,1.0610240310452217,1.2935848293155476,1.4642013833299916,1.5349376960091934,1.2341310471272218,1.086358013842826,1.0836470211258031,1.1014570392366936,1.204939334531958,1.111952222923499,1.2636165473261192,1.069929333885708,1.0056901502474813,1.1764478002680447,1.303301766229506,1.3155635452143004,1.304892972340821,1.2169681651956794,1.0748922838030635,1.191371158099768,1.4704276385636776,1.7986196218119197,1.8211994549438635,1.547832657115065,3.4901164550781303,squat
1.5826125012324268,1.3591303115343811,1.3102137985596032,1.3695505374665045,1.30015123827254,1.1937651571855414,1.0848148937743578,1.0178536753484289,1.038047094386867,1.156299180619023,1.1890066673100512,1.1658890362259096,1.064807521867099,1.0817302454730486,1.1080270364424705,1.1080661925855892,1.2458136687882726,1.4219150586764606,1.5435790821299809,1.4930868153022536,1.4781474623617203,1.4653676106329572,1.5912143318086454,1.7108063121330266,1.876681079385157,1.9192020565333907,1.8780515654852539,1.6994838232084037,1.3083637717022605,1.288976308413771,1.4479363771147051,1.467565349418346,1.3341331077007732,1.3880549684283559,1.6740202101327115,1.8932308348749354,1.8945729966785891,1.8235014346743974,1.900088842832985,1.7531254118844697,1.4490335030069,1.3418891488102889,1.2372872938672799,1.179741675607063,1.3838402781644534,1.3257133429837125,1.1005734884288583,1.2382279622148584,1.3459324671104738,1.1988654940716035,1.4256565065869795,1.1457564889652327,1.0794382475293345,1.0829760514611622,1.2001146135930496,1.0156647640067717,1.0469073094307069,1.0951382049966298,1.1074066507050737,1.3387202823662316,1.1625323214283168,1.1095758239832998,1.2578569940392543,1.0021704445058106,1.0223916548814833,1.258593472959629,1.3446688713428996,1.3983907365740393,1.3622244959163945,1.323874077710702,1.3379466994994473,1.2458376750241913,1.002231042995792,1.1035223799251124,1.385593536722485,3.3763171386718724,squat
1.7389167315411023,1.7712915349807197,1.8119221575851068,1.7632794371586185,1.628302220041805,1.490611274286125,1.5283845952290573,1.7426741865464976,1.9996495979425768,1.9819898240529419,1.8266218526714313,1.5388265275953377,1.1732389564101304,1.1803911167962058,1.644583888986982,1.3483430649594679,1.072843106219568,1.1167794635453892,1.0521330255862738,1.1202792116445086,1.213571461793051,1.0594500298529705,1.0286701220553935,1.1840613666471167,1.4287550641411502,1.712886883047326,1.9734142155112833,1.8485987063033924,1.5270904212703555,1.0295243964473617,1.0748244800172606,1.391588056387263,1.4217088155649587,1.5381906846136988,1.773950986818064,1.7359528556014903,1.431336008214607,1.2787674986514737,1.1473022317085146,1.1639834750183882,1.0179472621201369,1.1406261642997102,1.1775604928076495,1.2059669339382113,1.2126859935724426,1.6663939401228913,1.8864403299142671,1.4417547544575,1.1341769732262783,1.155531608965515,1.4227720269968938,1.2996677004825845,1.1159092617185493,1.1691086145918017,1.1461166748769978,1.36717888265837,1.1859517787124567,1.069112143530454,1.1083011240951237,1.3837093997994452,1.4823367256248625,1.502711306325085,1.623455421965306,1.4486907376577145,1.3447406888702562,1.2287469117190535,1.0626665838112561,1.1591330137738327,1.1085346819067057,1.0786304591532963,1.1562704660906997,1.236253697155057,1.2587607250349955,1.272013762253553,1.4615585812206684,3.4332307128906194,squat
